MainDrug,NDC,Strength,Formulation,Inactive
sus scrofa adrenal gland,43772-0002,12 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",CONIUM MACULATUM FLOWERING TOP
sus scrofa adrenal gland,43772-0002,12 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",PHOSPHORUS
sus scrofa adrenal gland,43772-0002,12 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",TOXICODENDRON PUBESCENS LEAF
sus scrofa adrenal gland,43772-0002,12 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",NAJA NAJA VENOM
sus scrofa adrenal gland,43772-0002,15 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",ASPARTAME
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",BENZALKONIUM CHLORIDE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",FORMALDEHYDE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",METHYLENE CHLORIDE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",METHYLPARABEN
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",PROPYLPARABEN
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",SODIUM BENZOATE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",SODIUM CITRATE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",TITANIUM DIOXIDE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",ZINC OXIDE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",LATRODECTUS MACTANS
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",CITHARACANTHUS SPINICRUS
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",GELSEMIUM SEMPERVIRENS ROOT
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",SALICYLIC ACID
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",CORTICOTROPIN
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",CORTISONE ACETATE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",EUGENOL
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",STEARYL ALCOHOL
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",XYLITOL
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",ESTRONE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",BENZOIC ACID
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",CHLORINE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",POTASSIUM SORBATE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",SORBITOL
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",RESORCINOL
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",BENZYL ALCOHOL
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid","LACTIC ACID, DL-"
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",ISOPROPYL PALMITATE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",BORIC ACID
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",ACETIC ACID
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",PHENYLBUTAZONE
sus scrofa adrenal gland,43772-0002,30 [hp_X]  in 1 mL,"glandula suprarenalis suis, brain (suis), kidney (suis), ubiquinone, agaricus muscarius, coccus cacti, conium maculatum, phosphorus, rhus tox, naja tripudians, latrodectus mactans, tarentula cubensis, gelsemium sempervirens, epstein barr nosodes, herpes zoster nosodes, morbillinum, poliomyelitis nosodes, hepatitis b nosodes, coxsackie b1 nosodes, coxsackie b4 nosodes, aspartame, benzalkonium chloride, formalinum, methylene chloride, methyl paraben, propyl paraben, sodium benzoate, liquid",PETROLATUM
